station_sk_id,bulan,persen_temp_07lt_c,persen_temp_13lt_c,persen_temp_18lt_c,persen_temp_avg_c,persen_temp_max_c,persen_temp_min_c,persen_rainfall_mm,persen_sunshine_h,persen_weather_specific,persen_pressure_mb,persen_rel_humidity_07lt_pc,persen_rel_humidity_13lt_pc,persen_rel_humidity_18lt_pc,persen_rel_humidity_avg_pc,persen_wind_speed_avg_km_h,persen_wind_dir_max,persen_wind_speed_max_knots,persen_wind_dir_cardinal
5,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.45,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
5,202507,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
11,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.33,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202412,96.77,96.77,96.77,96.77,96.77,96.77,96.77,3.23,0.0,96.77,96.77,96.77,96.77,96.77,96.77,96.77,96.77,96.77
11,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202502,17.86,14.29,14.29,14.29,14.29,14.29,17.86,0.0,0.0,14.29,17.86,14.29,14.29,14.29,17.86,17.86,17.86,17.86
11,202503,3.23,3.23,0.0,0.0,0.0,3.23,3.23,0.0,0.0,0.0,3.23,3.23,0.0,0.0,3.23,3.23,3.23,3.23
11,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.23,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
11,202506,100.0,96.67,100.0,96.67,100.0,96.67,100.0,0.0,0.0,100.0,100.0,96.67,100.0,96.67,100.0,100.0,100.0,100.0
11,202507,61.29,58.06,58.06,58.06,58.06,58.06,61.29,0.0,58.06,58.06,61.29,58.06,58.06,58.06,61.29,61.29,61.29,61.29
13,202407,77.42,77.42,77.42,77.42,77.42,77.42,77.42,0.0,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42
13,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.67,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,87.1,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.87,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.65,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,76.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
13,202507,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,58.06,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
14,202407,77.42,77.42,77.42,77.42,77.42,77.42,77.42,70.97,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42
14,202408,100.0,100.0,100.0,83.87,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.65,100.0,100.0,100.0,100.0
14,202409,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0,26.67,100.0,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0
14,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.67,13.33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,35.48,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.58,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,17.86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,48.39,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,70.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
14,202507,61.29,58.06,58.06,58.06,58.06,58.06,61.29,58.06,61.29,58.06,61.29,58.06,58.06,58.06,61.29,61.29,61.29,61.29
15,202407,67.74,67.74,64.52,64.52,64.52,67.74,67.74,29.03,64.52,64.52,67.74,67.74,64.52,64.52,67.74,67.74,67.74,67.74
15,202408,100.0,100.0,100.0,80.65,100.0,100.0,100.0,3.23,100.0,100.0,100.0,100.0,100.0,80.65,100.0,100.0,100.0,100.0
15,202409,100.0,100.0,100.0,86.67,100.0,100.0,100.0,6.67,0.0,100.0,100.0,100.0,100.0,86.67,100.0,100.0,100.0,100.0
15,202410,67.74,70.97,64.52,64.52,64.52,70.97,67.74,6.45,0.0,64.52,67.74,70.97,64.52,64.52,70.97,70.97,70.97,70.97
15,202411,93.33,86.67,80.0,80.0,80.0,86.67,93.33,6.67,0.0,80.0,93.33,86.67,80.0,80.0,93.33,93.33,93.33,93.33
15,202412,64.52,58.06,58.06,58.06,58.06,58.06,64.52,12.9,0.0,58.06,64.52,58.06,58.06,58.06,64.52,64.52,64.52,64.52
15,202501,74.19,70.97,64.52,64.52,64.52,70.97,74.19,16.13,0.0,64.52,74.19,70.97,64.52,64.52,74.19,74.19,74.19,74.19
15,202502,96.43,92.86,85.71,85.71,85.71,92.86,96.43,17.86,0.0,85.71,96.43,92.86,85.71,85.71,96.43,96.43,96.43,96.43
15,202503,83.87,80.65,74.19,74.19,74.19,80.65,83.87,16.13,0.0,74.19,83.87,80.65,74.19,74.19,83.87,83.87,83.87,83.87
15,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.23,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
15,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
15,202507,58.06,58.06,54.84,54.84,54.84,58.06,58.06,0.0,58.06,54.84,58.06,58.06,54.84,54.84,58.06,58.06,58.06,58.06
16,202409,76.67,0.0,3.33,73.33,3.33,0.0,76.67,0.0,0.0,3.33,76.67,0.0,3.33,73.33,76.67,76.67,76.67,76.67
16,202410,9.68,0.0,0.0,9.68,0.0,0.0,9.68,0.0,0.0,0.0,9.68,0.0,0.0,9.68,9.68,9.68,9.68,9.68
16,202411,13.33,0.0,0.0,10.0,0.0,0.0,13.33,0.0,0.0,0.0,13.33,0.0,0.0,10.0,13.33,13.33,13.33,13.33
16,202412,3.23,0.0,0.0,3.23,0.0,0.0,3.23,0.0,0.0,0.0,3.23,0.0,0.0,3.23,3.23,3.23,3.23,3.23
16,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.57,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,3.23,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
16,202507,38.71,38.71,25.81,29.03,25.81,38.71,38.71,25.81,38.71,25.81,38.71,38.71,25.81,29.03,38.71,38.71,38.71,38.71
17,202408,29.03,22.58,6.45,3.23,6.45,22.58,29.03,29.03,29.03,6.45,29.03,22.58,6.45,3.23,48.39,48.39,48.39,48.39
17,202409,53.33,50.0,16.67,10.0,16.67,50.0,53.33,50.0,30.0,16.67,53.33,50.0,16.67,10.0,60.0,60.0,60.0,60.0
17,202410,51.61,45.16,12.9,12.9,12.9,45.16,51.61,51.61,35.48,12.9,51.61,45.16,12.9,12.9,61.29,61.29,61.29,61.29
17,202411,83.33,66.67,73.33,56.67,73.33,66.67,83.33,70.0,23.33,73.33,83.33,66.67,73.33,56.67,86.67,86.67,86.67,86.67
17,202412,35.48,38.71,25.81,25.81,25.81,38.71,35.48,25.81,9.68,25.81,35.48,38.71,25.81,25.81,41.94,41.94,41.94,41.94
17,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,58.06,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.43,32.14,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.26,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
17,202505,100.0,96.77,93.55,93.55,93.55,96.77,100.0,100.0,29.03,93.55,100.0,96.77,93.55,93.55,100.0,100.0,100.0,100.0
17,202506,96.67,96.67,93.33,93.33,93.33,96.67,96.67,20.0,56.67,93.33,96.67,96.67,93.33,93.33,96.67,96.67,96.67,96.67
17,202507,61.29,61.29,58.06,58.06,58.06,61.29,61.29,35.48,61.29,58.06,61.29,61.29,58.06,58.06,61.29,61.29,61.29,61.29
22,202407,6.45,6.45,0.0,0.0,0.0,6.45,6.45,3.23,6.45,0.0,6.45,6.45,0.0,0.0,6.45,6.45,6.45,6.45
22,202408,100.0,51.61,35.48,12.9,35.48,51.61,100.0,25.81,80.65,35.48,100.0,51.61,35.48,12.9,100.0,100.0,100.0,100.0
22,202409,100.0,66.67,63.33,46.67,63.33,66.67,100.0,10.0,0.0,63.33,100.0,66.67,63.33,46.67,100.0,100.0,100.0,100.0
22,202410,96.77,96.77,90.32,90.32,90.32,96.77,96.77,12.9,0.0,90.32,96.77,96.77,90.32,90.32,96.77,96.77,96.77,96.77
22,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,32.26,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22,202501,96.77,93.55,90.32,87.1,90.32,93.55,96.77,12.9,0.0,90.32,96.77,93.55,90.32,87.1,96.77,96.77,96.77,96.77
22,202502,100.0,96.43,89.29,85.71,89.29,96.43,100.0,17.86,0.0,89.29,100.0,96.43,89.29,85.71,100.0,100.0,100.0,100.0
22,202503,96.77,90.32,87.1,77.42,87.1,90.32,96.77,22.58,0.0,87.1,96.77,90.32,87.1,77.42,100.0,100.0,100.0,100.0
22,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
22,202506,100.0,93.33,100.0,93.33,100.0,93.33,100.0,3.33,0.0,100.0,100.0,93.33,100.0,93.33,100.0,100.0,100.0,100.0
22,202507,61.29,61.29,54.84,54.84,54.84,61.29,61.29,3.23,61.29,54.84,61.29,61.29,54.84,54.84,61.29,61.29,61.29,61.29
24,202407,74.19,0.0,0.0,0.0,0.0,0.0,74.19,0.0,74.19,0.0,74.19,0.0,0.0,0.0,74.19,74.19,74.19,74.19
24,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.68,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,202409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,202410,100.0,9.68,12.9,9.68,12.9,9.68,100.0,12.9,0.0,12.9,100.0,9.68,12.9,9.68,100.0,100.0,100.0,100.0
24,202411,100.0,100.0,90.0,90.0,90.0,100.0,100.0,96.67,0.0,90.0,100.0,100.0,90.0,90.0,100.0,100.0,100.0,100.0
24,202412,100.0,100.0,96.77,96.77,96.77,100.0,100.0,96.77,0.0,96.77,100.0,100.0,96.77,96.77,100.0,100.0,100.0,100.0
24,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,202503,100.0,96.77,96.77,96.77,96.77,96.77,100.0,90.32,0.0,96.77,100.0,96.77,96.77,96.77,100.0,100.0,100.0,100.0
24,202505,100.0,96.77,96.77,96.77,96.77,96.77,100.0,90.32,0.0,96.77,100.0,96.77,96.77,96.77,100.0,100.0,100.0,100.0
24,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
24,202507,61.29,58.06,58.06,58.06,58.06,58.06,61.29,58.06,58.06,58.06,61.29,58.06,58.06,58.06,61.29,61.29,61.29,61.29
25,202407,77.42,77.42,77.42,77.42,77.42,77.42,77.42,0.0,77.42,77.42,77.42,77.42,77.42,58.06,77.42,77.42,77.42,77.42
25,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202409,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.23,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.43,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.33,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
25,202507,3.23,0.0,0.0,0.0,0.0,0.0,3.23,0.0,3.23,0.0,3.23,0.0,0.0,0.0,3.23,3.23,3.23,3.23
26,202407,0.0,3.23,0.0,0.0,0.0,3.23,0.0,0.0,0.0,0.0,0.0,3.23,0.0,0.0,6.45,6.45,6.45,6.45
26,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.55,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202409,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0,53.33,100.0,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0
26,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,54.84,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,60.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,54.84,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,70.97,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,42.86,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,64.52,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,67.74,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.67,76.67,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
26,202507,61.29,54.84,61.29,54.84,61.29,54.84,61.29,51.61,61.29,61.29,61.29,54.84,61.29,54.84,61.29,61.29,61.29,61.29
27,202407,77.42,77.42,77.42,77.42,77.42,77.42,77.42,70.97,74.19,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42
27,202408,100.0,100.0,100.0,96.77,100.0,100.0,100.0,87.1,96.77,100.0,100.0,100.0,100.0,93.55,100.0,100.0,100.0,100.0
27,202409,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,93.33,100.0,100.0,100.0,100.0
27,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,90.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,93.55,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.77,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,3.33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
27,202507,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29,61.29
28,202407,77.42,77.42,77.42,77.42,77.42,77.42,77.42,9.68,61.29,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42,77.42
28,202408,100.0,100.0,100.0,100.0,100.0,100.0,100.0,6.45,96.77,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202409,100.0,100.0,100.0,96.67,100.0,100.0,100.0,50.0,0.0,100.0,100.0,100.0,100.0,96.67,100.0,100.0,100.0,100.0
28,202410,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202411,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,80.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202412,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.52,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202501,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,77.42,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202502,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.43,21.43,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202503,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,16.13,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202505,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,29.03,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
28,202506,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.67,13.33,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
